index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
3218	main-captions	MSRvid	2012test	7281	none	none	The dog with the brown coat is playing outdoors	The furry brown dog is running through the grassy area	3.8
3219	main-captions	MSRvid	2012test	7287	none	none	The elderly lady is not waiting on the sidewalk	The elderly lady is waiting on the sidewalk	3.9
3220	main-captions	MSRvid	2012test	7291	none	none	The elderly person is waiting a lady on the sidewalk	A woman in a fur hat and fur coat is standing outside a building	2.1
3221	main-captions	MSRvid	2012test	7292	none	none	The elderly lady is waiting on the sidewalk	A lady in a fur hat and fur coat is standing outside a building	3.4
3222	main-captions	MSRvid	2012test	7293	none	none	The elderly lady is waiting on the sidewalk	A woman in a fur hat and fur coat is sitting outside a building	2.4
3223	main-captions	MSRvid	2012test	7294	none	none	A woman in a fur hat and fur coat is standing outside a building	The elderly lady is waiting on the sidewalk	2.5
3224	main-captions	MSRvid	2012test	7298	none	none	There is no young child running outside over the fallen leaves	A young child is running outside over the fallen leaves	2.9
3225	main-captions	MSRvid	2012test	7300	none	none	There is no young child running outside over the fallen leaves	A young child is running down a gravel road that is covered with dead leaves	3.1
3226	main-captions	MSRvid	2012test	7302	none	none	A young child is running outside over the fallen leaves	A young child is lying down on a gravel road that is covered with dead leaves	2.65
3227	main-captions	MSRvid	2012test	7304	none	none	The man in the straw hat is smoking a cigarette	A cigarette is being smoked by the man in the straw hat	5.0
3228	main-captions	MSRvid	2012test	7306	none	none	The man in the hat is smoking a straw cigarette	The man in the straw hat is smoking a cigarette	3.6
3229	main-captions	MSRvid	2012test	7309	none	none	The man in the straw hat is smoking a cigarette	A person is wearing a straw hat and smoking a cigarette	4.7
3230	main-captions	MSRvid	2012test	7313	none	none	The man in the hat is smoking a straw cigarette	A man is wearing a straw hat and smoking a cigarette	3.6
3231	main-captions	MSRvid	2012test	7314	none	none	A man is wearing a straw hat and smoking a cigarette	The man in the straw hat is smoking a cigarette	5.0
3232	main-captions	MSRvid	2012test	7315	none	none	A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street	A man is wearing a blue checkered shirt and riding a unicycle in the street	4.6
3233	main-captions	MSRvid	2012test	7316	none	none	A man is wearing a blue checkered shirt and riding a unicycle in the street	A man is standing shirtless in the street	2.4
3234	main-captions	MSRvid	2012test	7320	none	none	A man is wearing a blue checkered shirt and riding a unicycle in the street	There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street	3.5
3235	main-captions	MSRvid	2012test	7322	none	none	A man is standing shirtless in the street	A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street	2.3
3236	main-captions	MSRvid	2012test	7332	none	none	Three men are not staring at the big green hills in the distance	Three men are looking into the distance	3.6
3237	main-captions	MSRvid	2012test	7334	none	none	Three men are staring at the big green hills in the distance	Three men are looking into the distance	4.3
3238	main-captions	MSRvid	2012test	7335	none	none	A mountain is being climbed by two men	The men are climbing a mountain	4.7
3239	main-captions	MSRvid	2012test	7340	none	none	The men are climbing a mountain	One man is climbing a wall made of rock and another man is holding a rope	3.4
3240	main-captions	MSRvid	2012test	7343	none	none	A mountain is being climbed by two men	One man is climbing a rock wall and another man is holding a rope	3.7
3241	main-captions	MSRvid	2012test	7344	none	none	One man is climbing a rock wall and another man is holding a rope	The men are not climbing a mountain	3.0
3242	main-captions	MSRvid	2012test	7346	none	none	Two children are playing on a statue	Some children are playing on a statue	4.3
3243	main-captions	MSRvid	2012test	7347	none	none	Two children are playing on a statue	There are no children playing on a statue	4.1
3244	main-captions	MSRvid	2012test	7349	none	none	Small children are getting off a statue in a park	Small children are climbing a statue in a park	4.0
3245	main-captions	MSRvid	2012test	7350	none	none	A climber is parking with the children by a small statue	Small children are climbing a statue in a park	2.6
3246	main-captions	MSRvid	2012test	7352	none	none	Small children are getting off a statue in a park	Two children are playing on a statue	3.3
3247	main-captions	MSRvid	2012test	7353	none	none	Two children are playing on a statue	A climber is parking with the children by a small statue	3.2
3248	main-captions	MSRvid	2012test	7358	none	none	A blonde lady is looking at a tower	There is no blonde lady looking at a tower	4.0
3249	main-captions	MSRvid	2012test	7359	none	none	A woman is looking at the view of a city	The woman is looking at the view of a city	4.9
3250	main-captions	MSRvid	2012test	7362	none	none	A woman is turning her back from the view of a city	A blonde lady is looking at a tower	1.6
3251	main-captions	MSRvid	2012test	7364	none	none	A woman is looking at the view of a city	There is no blonde lady looking at a tower	3.7
3252	main-captions	MSRvid	2012test	7365	none	none	A blonde lady is looking at a tower	A woman is looking at the view of a city	2.8
3253	main-captions	MSRvid	2012test	7367	none	none	A person is sitting on a mountain top	A person is standing on a mountain top	3.7
3254	main-captions	MSRvid	2012test	7368	none	none	A man is standing on the top of the rocks with clouds behind them	One man is standing on the top of the rocks with clouds behind them	4.7
3255	main-captions	MSRvid	2012test	7370	none	none	A man is standing on the top of the rocks with clouds behind them	A man is standing behind the rocks with clouds on top of them	3.5
3256	main-captions	MSRvid	2012test	7371	none	none	A person is standing on a mountain top	One man is standing on the top of the rocks with clouds behind them	3.7
3257	main-captions	MSRvid	2012test	7372	none	none	A person is lying on the top of the rocks with clouds behind them	A person is standing on a mountain top	2.4
3258	main-captions	MSRvid	2012test	7375	none	none	A man is standing on the top of the rocks with clouds behind them	A person is sitting on a mountain top	3.4
3259	main-captions	MSRvid	2012test	7381	none	none	A smiling boy in winter clothes is waving his mittened hands outside a building in the snow	A child, who is young, dressed for cold weather, is standing outside	3.9
3260	main-captions	MSRvid	2012test	7383	none	none	A young child dressed for cold weather is standing outside	The smiling boy in winter clothes is waving his mittened hands outside the building in the snow	3.2
3261	main-captions	MSRvid	2012test	7386	none	none	A kid is smiling at the camera and swimming underwater	A child is smiling at the camera and swimming underwater	4.7
3262	main-captions	MSRvid	2012test	7388	none	none	A child is playfully swimming underwater in a pool	A child is swimming underwater in a pool	4.5
3263	main-captions	MSRvid	2012test	7389	none	none	A child is swimming underwater in a pool	A child is swimming on the water's surface in a pool	3.2
3264	main-captions	MSRvid	2012test	7390	none	none	A child is playfully swimming underwater in a pool	A child is smiling at the camera and swimming underwater	4.1
3265	main-captions	MSRvid	2012test	7391	none	none	A child is smiling at the camera and swimming underwater	A child is swimming on the water's surface in a pool	3.1
3266	main-captions	MSRvid	2012test	7392	none	none	A child is swimming underwater in a pool	A kid is smiling at the camera and swimming underwater	4.0
3267	main-captions	MSRvid	2012test	7397	none	none	A yellow kayak is being ridden by a man and a young boy	A man and a young boy are riding in a yellow kayak	4.9
3268	main-captions	MSRvid	2012test	7398	none	none	A man and a young boy are riding in a yellow kayak	A man and a young boy are jumping off of a yellow kayak	3.6
3269	main-captions	MSRvid	2012test	7399	none	none	A man and a child are kayaking through gentle waters	A yellow kayak is being ridden by a man and a young boy	4.4
3270	main-captions	MSRvid	2012test	7402	none	none	There is no man and child kayaking through gentle waters	A man and a young boy are riding in a yellow kayak	3.9
3271	main-captions	MSRvid	2012test	7404	none	none	An American footballer is wearing the red and white strip	The American footballer is wearing a red and white strip	4.9
3272	main-captions	MSRvid	2012test	7411	none	none	The American footballer is not wearing a red and white strip	A football player is wearing black armbands	3.4
3273	main-captions	MSRvid	2012test	7414	none	none	There is no dog chasing a ball in the grass	A dog is chasing a ball in the grass	3.1
3274	main-captions	MSRvid	2012test	7416	none	none	A dog is chasing a ball on the grass	A ball is being chased by a dog on the grass	4.9
3275	main-captions	MSRvid	2012test	7417	none	none	A dog is chasing a ball on the grass	A dog is losing a ball on the grass	3.7
3276	main-captions	MSRvid	2012test	7418	none	none	A dog is chasing a ball in the grass	A ball is being chased by a dog on the grass	4.7
3277	main-captions	MSRvid	2012test	7419	none	none	A dog is chasing a ball in the grass	A dog is losing a ball on the grass	4.1
3278	main-captions	MSRvid	2012test	7420	none	none	A dog is running after a ball in the grass	A dog is chasing a ball on the grass	4.7
3279	main-captions	MSRvid	2012test	7422	none	none	A dog with a ball is being chased in the grass	A dog is chasing a ball on the grass	3.6
3280	main-captions	MSRvid	2012test	7423	none	none	A dog is chasing a ball on the grass	A dog is chasing a ball in the grass	4.9
3281	main-captions	MSRvid	2012test	7427	none	none	A tan dog is jumping up and catching a tennis ball	There is no tan dog jumping up and catching a tennis ball	3.3
3282	main-captions	MSRvid	2012test	7428	none	none	A red dog is jumping and catching a tennis ball in its mouth	A dog with a tan coat is jumping up and catching a tennis ball	3.7
3283	main-captions	MSRvid	2012test	7432	none	none	A red dog is jumping and catching a tennis ball in its mouth	A tan dog is jumping up and catching a tennis ball	3.9
3284	main-captions	MSRvid	2012test	7434	none	none	A man is sitting on a train and resting his hand against his face	A man is standing on a train and resting his hand on his lap	3.4
3285	main-captions	MSRvid	2012test	7437	none	none	A man is sitting on a train and resting his hand against his face	The hairy man is sitting on a train	3.2
3286	main-captions	MSRvid	2012test	7438	none	none	A man is sitting on a train and resting his hand against his face	The bearded man is not sitting on a train	2.1
3287	main-captions	MSRvid	2012test	7441	none	none	A man is sitting on a train and resting his hand against his face	The bearded man is sitting on a train	3.8
3288	main-captions	MSRvid	2012test	7444	none	none	The show for the small child is being set on an exciting swing at the park	A small child is showing excitement on a swing set at the park	2.9
3289	main-captions	MSRvid	2012test	7446	none	none	The little girl is not swinging and the woman is not standing behind her	The little girl is swinging and the woman is standing behind her	3.1
3290	main-captions	MSRvid	2012test	7451	none	none	A small child is showing excitement on a set of swings at the park	The little girl is swinging and the woman is standing behind her	3.115
3291	main-captions	MSRvid	2012test	7452	none	none	A small child is showing boredom on a swing set at the park	The little girl is swinging and the woman is standing behind her	3.0
3292	main-captions	MSRvid	2012test	7454	none	none	The little girl is swinging and the woman is standing behind her	A small child is showing excitement on a swing set at the park	2.9
3293	main-captions	MSRvid	2012test	7455	none	none	A man is performing a trick on a surfboard in the water	A person is performing a trick on a surfboard in the water	4.8
3294	main-captions	MSRvid	2012test	7457	none	none	A surfer is riding the wave	The wave is being ridden by a surfer	4.8
3295	main-captions	MSRvid	2012test	7459	none	none	A surfer is riding the wave	A rider is surfing the wave	4.6
3296	main-captions	MSRvid	2012test	7461	none	none	There is no surfer riding the wave	A man is performing a trick on a surfboard in the water	3.0
3297	main-captions	MSRvid	2012test	7462	none	none	A rider is surfing the wave	A man is performing a trick on a surfboard in the water	4.4
3298	main-captions	MSRvid	2012test	7468	none	none	The group of people is sitting in a dim room	The group of dim people is sitting in a room	3.5
3299	main-captions	MSRvid	2012test	7470	none	none	A man and two women are standing in a bright room by a table with candles	A man and two women in a darkened room are sitting at a table with candles	4.2
3300	main-captions	MSRvid	2012test	7472	none	none	A man and two women are standing in a bright room by a table with candles	The group of people is sitting in a dim room	3.1
3301	main-captions	MSRvid	2012test	7474	none	none	A man and two women in a darkened room are sitting at a table with candles	The group of people is not sitting in a dim room	3.8
3302	main-captions	MSRvid	2012test	7476	none	none	A man and two women in a darkened room are sitting at a table with candles	The group of people is sitting in a dim room	3.7
3303	main-captions	MSRvid	2012test	7479	none	none	Two guys are sitting around a table and holding beers in their hands	Two blokes are sitting around a table and holding beers in their hands	4.6
3304	main-captions	MSRvid	2012test	7481	none	none	Two blokes are sitting around a table and holding beers in their hands	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	4.0
3305	main-captions	MSRvid	2012test	7483	none	none	Two guys are sitting around a table and holding beers in their hands	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer	3.8
3306	main-captions	MSRvid	2012test	7485	none	none	Two guys are sitting around a table and holding beers in their hands	A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles	4.1
3307	main-captions	MSRvid	2012test	7486	none	none	The dog is chasing the ball	A dog is chasing a ball	5.0
3308	main-captions	MSRvid	2012test	7487	none	none	A dog is chasing a ball	There is no dog chasing a ball	3.6
3309	main-captions	MSRvid	2012test	7491	none	none	A dog is chasing a ball	The dog is not catching a blue ball	3.4
3310	main-captions	MSRvid	2012test	7492	none	none	The dog is catching a blue ball	The dog is chasing the ball	3.8
3311	main-captions	MSRvid	2012test	7493	none	none	There is no dog chasing a ball	The dog is catching a blue ball	3.3
3312	main-captions	MSRvid	2012test	7496	none	none	A person is shirtless and is putting down the beer	A person is wearing a red jacket and holding a beer	2.2
3313	main-captions	MSRvid	2012test	7497	none	none	The woman is wearing a red jacket and holding a glass in front of the man in a t-shirt, which is white	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	5.0
3314	main-captions	MSRvid	2012test	7499	none	none	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	The woman is holding a white jacket and a red glass in front of the man wearing a t-shirt	3.5
3315	main-captions	MSRvid	2012test	7503	none	none	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	A person is wearing a red jacket and carefully holding a beer	3.7
3316	main-captions	MSRvid	2012test	7504	none	none	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	A person is shirtless and is putting down the beer	2.1
3317	main-captions	MSRvid	2012test	7505	none	none	A person is wearing a red jacket and holding a beer	The woman is wearing a red jacket and holding a glass in front of the man in a white t-shirt	3.3
3318	main-captions	MSRvid	2012test	7506	none	none	Two brown dogs are playing with a frisbee in the water	Two brown dogs are playing with the frisbee in the water	4.9
3319	main-captions	MSRvid	2012test	7507	none	none	Two brown dogs are playing with a frisbee in the water	Two brown dogs are leaving a frisbee in the water	3.8
3320	main-captions	MSRvid	2012test	7508	none	none	Two dogs are battling for a frisbee in a lake	Two dogs are fighting for a frisbee in a lake	4.9
3321	main-captions	MSRvid	2012test	7509	none	none	There are no dogs fighting for a frisbee in a lake	Two dogs are fighting for a frisbee in a lake	4.4
3322	main-captions	MSRvid	2012test	7511	none	none	There are no dogs fighting for a frisbee in a lake	Two brown dogs are playing with a frisbee in the water	3.9
3323	main-captions	MSRvid	2012test	7516	none	none	A girl in pink is twirling a ribbon	There is no girl in pink twirling a ribbon	4.3
3324	main-captions	MSRvid	2012test	7522	none	none	There is no girl in pink twirling a ribbon	The girl is wearing a white shirt and a pink skirt, and is standing in front of a house	2.6
3325	main-captions	MSRvid	2012test	7525	none	none	There is no child playing with a water spout outdoors with the rest of his family watching	A child is playing with a water spout outdoors and the rest of his family is watching	3.1
3326	main-captions	MSRvid	2012test	7526	none	none	A child is watching someone playing outdoors and is spouting water over the rest of his family 	A child is playing with a water spout outdoors and the rest of his family is watching	3.8
3327	main-captions	MSRvid	2012test	7527	none	none	A hose is being held by a boy next to a man and another boy is watching	A boy is holding a hose next to a man and another boy is watching	4.9
3328	main-captions	MSRvid	2012test	7532	none	none	There is no child playing with a water spout outdoors with the rest of his family watching	A boy is holding a hose next to a man and another boy is watching	2.6
3329	main-captions	MSRvid	2012test	7534	none	none	A child is playing with a water spout outdoors and the rest of his family is watching	A boy is holding a hose next to a man and another boy is watching	3.6
3330	main-captions	MSRvid	2012test	7537	none	none	A football player is running past an official carrying a football	A football player is carrying an official past a rolling football	4.1
3331	main-captions	MSRvid	2012test	7539	none	none	A football player in a purple jersey is running with the ball for a touchdown	There is no football player in a purple jersey running with the ball for a touchdown	4.3
3332	main-captions	MSRvid	2012test	7542	none	none	A football player in a purple jersey is running with the ball for a touchdown	A person playing football is running past an official carrying a football	4.1
3333	main-captions	MSRvid	2012test	7543	none	none	A football player in a purple jersey is running with the ball for a touchdown	A football player is running into an official carrying a football	3.8
3334	main-captions	MSRvid	2012test	7545	none	none	A football player in a purple jersey is running with the ball for a touchdown	A football player is running past an official carrying a football	3.5
3335	main-captions	MSRvid	2012test	7547	none	none	A young girl in a blue leotard is jumping on the ground	A young girl in a blue leotard is jumping in the air	4.4
3336	main-captions	MSRvid	2012test	7549	none	none	A young girl in blue is jumping in the air	There is no girl in blue jumping in the air	3.7
3337	main-captions	MSRvid	2012test	7550	none	none	A young girl in a blue leotard is jumping in the air	The young girl in blue is jumping in the air	4.3
3338	main-captions	MSRvid	2012test	7551	none	none	A young girl in a blue leotard is jumping in the air	There is no girl in blue jumping in the air	3.3
3339	main-captions	MSRvid	2012test	7553	none	none	A young girl in blue is jumping in the air	A young girl in a blue leotard is jumping on the ground	3.8
3340	main-captions	MSRvid	2012test	7554	none	none	A young girl in a blue leotard is jumping in the air	A young girl in blue is jumping in the air	4.2
3341	main-captions	MSRvid	2012test	7556	none	none	A little boy is sitting in a green tunnel with a smile on his face	A little boy is crawling in a green tunnel with a smile on his face	4.6
3342	main-captions	MSRvid	2012test	7557	none	none	A small boy in a striped shirt is sliding out of a green tube	A little boy in a striped shirt is sliding out of a green tube	4.9
3343	main-captions	MSRvid	2012test	7558	none	none	A small boy in a striped shirt is sliding out of a green tube	A small shirtless boy is sliding into a green tube	4.1
3344	main-captions	MSRvid	2012test	7559	none	none	A small boy in a green shirt is striping a sliding tube	A small boy in a striped shirt is sliding out of a green tube	3.0
3345	main-captions	MSRvid	2012test	7561	none	none	A little boy is sitting in a green tunnel with a smile on his face	A small shirtless boy is sliding into a green tube	3.0
3346	main-captions	MSRvid	2012test	7563	none	none	A boy, who is little, is sitting in a green tunnel with a smile on his face	A small boy in a striped shirt is sliding out of a green tube	3.5
3347	main-captions	MSRvid	2012test	7564	none	none	A small boy in a striped shirt is sliding out of a green tube	A little boy is crawling in a green tunnel with a smile on his face	3.6
3348	main-captions	MSRvid	2012test	7567	none	none	The person is flying through the air on a bicycle	The person is not flying through the air on a bicycle	4.2
3349	main-captions	MSRvid	2012test	7569	none	none	There is no person on a bike jumping through the air with the sun flaring through the bike frame	A person on a bike is jumping through the air and the sun is flaring through the bike frame	4.2
3350	main-captions	MSRvid	2012test	7572	none	none	A person on a bike is jumping through the air and the sun is flaring through the bike frame	The person is flying through the air on the bicycle	4.4
3351	main-captions	MSRvid	2012test	7573	none	none	A person on a bike is jumping through the air and the sun is flaring through the bike frame	The person is not flying through the air on a bicycle	3.6
3352	main-captions	MSRvid	2012test	7576	none	none	The bunch of men are playing rugby on a muddy field	The bunch of men are not playing rugby on a muddy field	3.6
3353	main-captions	MSRvid	2012test	7577	none	none	The bunch of men are playing with the mud on a rugby field	The bunch of men are playing rugby on a muddy field	3.4
3354	main-captions	MSRvid	2012test	7580	none	none	The bunch of men are playing rugby on a muddy field	Rugby is being played by some men	4.5
3355	main-captions	MSRvid	2012test	7581	none	none	The bunch of men are playing rugby on a muddy field	Some men are idling	2.2
3356	main-captions	MSRvid	2012test	7583	none	none	The bunch of men are not playing rugby on a muddy field	Some men are playing rugby	3.5
3357	main-captions	MSRvid	2012test	7587	none	none	The bike rider is not looking at the accident of another bike rider	The bike rider is looking at an accident of another bike rider	3.5
3358	main-captions	MSRvid	2012test	7588	none	none	A person is looking at a bike designed for motocross that is lying on its side and another is racing by	A person is looking at a motocross bike that is lying on its side and another is racing by	4.5
3359	main-captions	MSRvid	2012test	7594	none	none	The bike rider is looking at an accident of another bike rider	A person is looking at a motocross bike that is lying on its side and another is racing by	3.8
3360	main-captions	MSRvid	2012test	7599	none	none	A brown dog and a grey dog are fighting in the snow	A brown dog and a gray dog are playing in the snow	3.8
3361	main-captions	MSRvid	2012test	7603	none	none	There are no dogs playing in the snow	A brown dog and a gray dog are playing in the snow	3.9
3362	main-captions	MSRvid	2012test	7606	none	none	A young woman is getting a tattoo on her hand	A girl is getting a tattoo on her hand	4.5
3363	main-captions	MSRvid	2012test	7608	none	none	A tattoo is being drawn by the woman in the white sweater on the hand of a teenager	The woman in the white sweater is drawing a tattoo on the hand of a teenager	4.9
3364	main-captions	MSRvid	2012test	7609	none	none	The woman in the white sweater is not drawing a tattoo on the hand of a teenager	The woman in the white sweater is drawing a tattoo on the hand of a teenager	3.9
3365	main-captions	MSRvid	2012test	7611	none	none	The woman in the white sweater is not drawing a tattoo on the hand of a teenager	A girl is getting a tattoo on her hand	2.9
3366	main-captions	MSRvid	2012test	7612	none	none	A young woman is getting a tattoo on her hand	The woman in the white sweater is drawing a tattoo on the hand of a teenager	3.515
3367	main-captions	MSRvid	2012test	7613	none	none	A girl is getting a tattoo removed from her hand	The woman in the white sweater is drawing a tattoo on the hand of a teenager	2.4
3368	main-captions	MSRvid	2012test	7616	none	none	A woman in a purple top is walking a bicycle between two stone columns	There is no woman in a purple top walking a bicycle between two stone columns	3.5
3369	main-captions	MSRvid	2012test	7618	none	none	A girl dressed in purple and blue is slowly walking beside her bike at night	A girl dressed in purple and blue is walking beside her bike at night	4.3
3370	main-captions	MSRvid	2012test	7619	none	none	A girl dressed in purple and blue is walking beside her bike at night	A naked girl is walking beside her bike at night	3.5
3371	main-captions	MSRvid	2012test	7622	none	none	A girl dressed in purple and blue is walking beside her bike at night	A woman in a top which is purple is walking a bicycle between two stone columns	3.1
3372	main-captions	MSRvid	2012test	7625	none	none	A girl dressed in purple and blue is walking beside her bike at night	A woman in a purple top is walking a bicycle between two stone columns	3.2
3373	main-captions	MSRvid	2012test	7629	none	none	A man is standing bare-chested beside a yellow canoe on some rocks with water in the background	A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background	3.7
3374	main-captions	MSRvid	2012test	7630	none	none	A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background	A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean	4.2
3375	main-captions	MSRvid	2012test	7634	none	none	A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean	A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background	4.0
3376	main-captions	MSRvid	2012test	7636	none	none	The black dog is walking along a tree trunk bridge over water	The black dog is not walking along a tree trunk bridge over water	3.7
3377	main-captions	MSRvid	2012test	7638	none	none	A dog is crossing a river on a bridge made from a fallen tree	There is no dog crossing a river on a bridge made from a fallen tree	2.8
3378	main-captions	MSRvid	2012test	7639	none	none	A tree is falling over a bridge made over the river which a dog is crossing	A dog is crossing a river on a bridge made from a fallen tree	4.1
3379	main-captions	MSRvid	2012test	7641	none	none	The black dog is walking along a tree trunk bridge over water	There is no dog crossing a river on a bridge made from a fallen tree	4.1
3380	main-captions	MSRvid	2012test	7642	none	none	The black dog is walking along a tree trunk bridge over water	A tree is falling over a bridge made over the river which a dog is crossing	3.6
3381	main-captions	MSRvid	2012test	7643	none	none	The dog with the black coat is walking along a tree trunk bridge over water	A dog is crossing a river on a bridge made from a fallen tree	4.0
3382	main-captions	MSRvid	2012test	7647	none	none	A child in a green and white sports uniform is resting on the grass	A child in a green and white sports uniform is running over the grass	3.7
3383	main-captions	MSRvid	2012test	7648	none	none	A little boy is proudly wearing a green soccer strip and is running on the grass	A little boy is wearing a green soccer strip and is running on the grass	4.5
3384	main-captions	MSRvid	2012test	7651	none	none	A child in a green and white sports uniform is running over the grass	There is no little boy wearing a green soccer strip and running on the grass	2.9
3385	main-captions	MSRvid	2012test	7652	none	none	A child in a green and white uniform for sports is running over the grass	A little boy is wearing a green soccer strip and is running on the grass	4.1
3386	main-captions	MSRvid	2012test	7653	none	none	A little boy is wearing a green soccer strip and is running on the grass	A child in a green and white sports uniform is resting on the grass	3.4
3387	main-captions	MSRvid	2012test	7654	none	none	A child in a green and white sports uniform is running over the grass	A little boy is wearing a green soccer strip and is running on the grass	4.2
3388	main-captions	MSRvid	2012test	7657	none	none	A girl in a black hat is wearing a bikini at the beach	A black girl with no bikini is wearing a hat at the beach	2.7
3389	main-captions	MSRvid	2012test	7658	none	none	A young lady in a bikini is lying on the beach	A lady who looks young is lying on the beach	4.3
3390	main-captions	MSRvid	2012test	7659	none	none	A young lady in a bikini is lying on the beach	A young lady in a bikini is standing on the beach	4.2
3391	main-captions	MSRvid	2012test	7660	none	none	A lady who looks young is lying on the beach	A girl in a black hat is wearing a bikini at the beach	3.3
3392	main-captions	MSRvid	2012test	7662	none	none	The girl in the black hat is wearing a bikini at the beach	A young lady in a bikini is lying on the beach	3.5
3393	main-captions	MSRvid	2012test	7665	none	none	A young lady in a bikini is lying on the beach	A girl in a black hat is wearing a bikini at the beach	3.7
3394	main-captions	MSRvid	2012test	7666	none	none	The man is doing a handstand on the wet shore at the edge of the water at the beach	The man is doing a handstand on the wet sand at the edge of the water at the beach	4.5
3395	main-captions	MSRvid	2012test	7668	none	none	A man is performing a handstand on the beach	A handstand is being performed by a man on the beach	4.9
3396	main-captions	MSRvid	2012test	7669	none	none	A man is sitting on the beach	A man is performing a handstand on the beach	3.2
3397	main-captions	MSRvid	2012test	7670	none	none	The man is doing a handstand on the wet sand at the edge of the water at the beach	A handstand is being performed by a man on the beach	4.4
3398	main-captions	MSRvid	2012test	7672	none	none	The man is doing a handstand on the wet shore at the edge of the water at the beach	A man is performing a handstand on the beach	4.7
3399	main-captions	MSRvid	2012test	7675	none	none	A boy of young age is playing in the park with his mother	A young boy is playing in the park with his mother	4.9
3400	main-captions	MSRvid	2012test	7678	none	none	The boy in blue is running away from the woman in blue	A boy in blue is running away from a woman in blue	5.0
3401	main-captions	MSRvid	2012test	7680	none	none	A young boy is playing in the park with his mother	The boy in blue is running away from the woman in blue	2.0
3402	main-captions	MSRvid	2012test	7681	none	none	A young boy is playing in the park with his mother	A boy in blue is running towards a woman in blue	2.9
3403	main-captions	MSRvid	2012test	7682	none	none	A boy of young age is playing in the park with his mother	A boy in blue is running away from a woman in blue	3.3
3404	main-captions	MSRvid	2012test	7687	none	none	A little boy with brown hair is jumping off of a brown chair onto the floor	There is no little boy with brown hair jumping off of a brown chair onto the floor	3.9
3405	main-captions	MSRvid	2012test	7688	none	none	A young boy is quickly jumping off a chair	A young boy is jumping off a chair	4.3
3406	main-captions	MSRvid	2012test	7689	none	none	A young boy is jumping off a chair	A young boy is jumping onto a chair	4.4
3407	main-captions	MSRvid	2012test	7692	none	none	One little boy with brown hair is jumping off of the brown chair onto the floor	A young boy is jumping off a chair	4.2
3408	main-captions	MSRvid	2012test	7697	none	none	Two balls are bouncing against some colorful kids	Two kids are bouncing on colorful balls	3.5
3409	main-captions	MSRvid	2012test	7699	none	none	The children are not wearing black tights and are not hopping	The children are wearing black tights and hopping	3.8
3410	main-captions	MSRvid	2012test	7700	none	none	Two kids are bouncing on colorful balls	Some children are wearing black tights and hopping	2.3
3411	main-captions	MSRvid	2012test	7701	none	none	The children are not wearing black tights and are not hopping	Two kids are bouncing on colorful balls	2.6
3412	main-captions	MSRvid	2012test	7702	none	none	Two children are bouncing on colorful balls	The children are wearing black tights and hopping	2.3
3413	main-captions	MSRvid	2012test	7703	none	none	Two kids are sitting on colorful balls	The children are wearing black tights and hopping	1.6
3414	main-captions	MSRvid	2012test	7707	none	none	A little girl is frowning and taking off a fake nose and glasses	A little girl is smiling and wearing a fake nose and glasses	3.1
3415	main-captions	MSRvid	2012test	7711	none	none	A little girl is smiling and wearing a fake nose and glasses	The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached	2.8
3416	main-captions	MSRvid	2012test	7712	none	none	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	The little girl is smiling and wearing a fake nose and glasses	4.3
3417	main-captions	MSRvid	2012test	7714	none	none	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	A little girl is smiling and wearing a fake nose and glasses	4.1
3418	main-captions	MSRvid	2012test	7716	none	none	A man is squirting water into the mouth of a white dog with a squirt gun	There is no man squirting water into the mouth of a white dog with a squirt gun	4.4
3419	main-captions	MSRvid	2012test	7719	none	none	A man is squirting water into the mouth of a white dog with a squirt gun	The man is spraying a super soaker into the mouth of the dog	4.2
3420	main-captions	MSRvid	2012test	7722	none	none	A man is spraying a super soaker into the mouth of a dog	There is no man squirting water into the mouth of a white dog with a squirt gun	3.1
3421	main-captions	MSRvid	2012test	7723	none	none	A man is spraying a super soaker into the mouth of a dog	A man is squirting water into the mouth of a white dog with a squirt gun	4.0
3422	main-captions	MSRvid	2012test	7724	none	none	A boy under an umbrella is being held by his father who is wearing a coat dyed in blue	A boy under an umbrella is being held by his father who is wearing a blue coat	4.6
